r0,predicted,actual,horizon
7.0,6.7,7.0,11.772758384668036
7.0,6.8,6.0,11.926078028747433
7.0,6.8,6.0,11.819301848049282
7.0,6.8,6.0,9.697467488021903
7.0,7.2,7.0,11.728952772073923
8.0,7.1,7.0,9.127994524298426
8.0,7.2,7.0,11.611225188227241
7.0,7.0,7.0,9.957563312799453
7.0,6.9,7.0,8.060232717316905
8.0,7.0,7.0,10.505133470225873
8.0,7.2,7.0,11.800136892539356
6.0,6.4,8.0,11.597535934291582
7.0,6.6,7.0,11.630390143737166
7.0,6.6,7.0,11.4798083504449
8.0,7.1,8.0,11.835728952772074
6.0,6.1,6.0,9.672826830937714
7.0,6.9,7.0,11.709787816563997
8.0,7.0,7.0,11.62217659137577
7.0,6.7,7.0,11.994524298425736
7.0,6.7,7.0,8.202600958247775
9.0,7.4,8.0,9.924709103353868
8.0,7.0,7.0,11.961670088980151
7.0,6.2,6.0,10.121834360027378
7.0,7.0,7.0,11.58110882956879
8.0,7.0,5.0,11.745379876796715
7.0,6.5,7.0,8.068446269678303
8.0,7.7,8.0,9.96577686516085
7.0,6.7,7.0,8.093086926762492
8.0,7.7,8.0,8.073921971252567
8.0,7.5,8.0,11.477070499657769
8.0,7.1,7.0,9.834360027378509
7.0,6.9,7.0,9.943874058863791
7.0,6.7,7.0,8.093086926762492
8.0,7.1,7.0,8.777549623545516
8.0,7.2,7.0,9.138945927446954
8.0,7.4,7.0,11.967145790554415
7.0,6.8,7.0,9.908281998631075
6.0,6.4,7.0,11.739904175222451
8.0,7.7,8.0,8.038329911019849
7.0,6.9,6.0,10.105407255304586
8.0,7.1,7.0,11.690622861054072
7.0,6.8,6.0,10.04517453798768
7.0,6.5,7.0,8.02737850787132
7.0,6.9,7.0,9.316906228610542
8.0,7.0,7.0,11.649555099247092
8.0,7.5,7.0,8.049281314168377
8.0,7.5,8.0,8.06570841889117
6.0,6.3,6.0,8.186173853524982
8.0,7.5,7.0,11.561943874058864
6.0,6.1,6.0,10.127310061601642
8.0,7.7,8.0,11.485284052019164
8.0,7.7,8.0,11.718001368925394
7.0,6.9,7.0,9.935660506502396
7.0,6.8,6.0,9.900068446269678
8.0,6.9,7.0,11.704312114989733
8.0,7.7,8.0,10.03422313483915
7.0,6.7,7.0,11.764544832306639
8.0,7.1,7.0,9.979466119096509
7.0,6.7,6.0,11.939767282683095
5.0,6.1,8.0,9.793292265571527
5.0,5.9,6.0,11.5564681724846
8.0,7.1,7.0,11.811088295687885
7.0,6.9,7.0,9.79876796714579
8.0,7.3,8.0,11.860369609856264
7.0,6.8,6.0,9.503080082135524
7.0,6.8,7.0,11.2580424366872
7.0,6.9,6.0,8.70362765229295
7.0,6.7,7.0,9.541409993155373
7.0,6.9,7.0,9.71937029431896
6.0,7.1,6.0,11.822039698836413
8.0,7.7,7.0,9.801505817932922
7.0,7.0,7.0,11.444216290212184
7.0,7.0,7.0,11.668720054757015
7.0,7.0,7.0,11.967145790554415
7.0,6.8,7.0,10.094455852156058
6.0,6.0,6.0,8.013689253935661
8.0,7.2,8.0,9.900068446269678
6.0,6.0,6.0,9.59069130732375
7.0,6.7,7.0,11.63586584531143
7.0,7.1,7.0,9.790554414784394
7.0,6.9,7.0,8.049281314168377
6.0,6.7,6.0,8.531143052703628
7.0,6.9,7.0,10.028747433264886
5.0,5.6,7.0,11.43874058863792
7.0,6.7,7.0,9.81245722108145
5.0,5.1,5.0,10.03422313483915
8.0,7.1,7.0,10.633812457221081
7.0,6.5,6.0,11.906913073237508
7.0,6.7,7.0,11.794661190965092
7.0,6.7,7.0,9.826146475017111
6.0,7.7,8.0,11.85763175906913
6.0,6.3,7.0,9.894592744695414
7.0,6.8,7.0,11.969883641341546
8.0,7.3,7.0,9.738535249828884
8.0,7.0,7.0,11.852156057494867
7.0,6.4,7.0,11.433264887063656
6.0,6.5,8.0,10.004106776180699
7.0,6.4,6.0,9.639972621492129
7.0,6.8,7.0,11.967145790554415
8.0,7.2,7.0,10.767967145790555
7.0,6.8,7.0,9.541409993155373
